Identifier,IdentityScore,EAScore,UWScore,Owner_Verified_Components,Owner_Negatively_Verified_Components,Owner_Phone_1_to_Name_Linkage,Owner_Phone_1_to_First_Name_Linkage,Owner_Address_to_Phone_1_Linkage,Owner_Email_to_Phone_1_Linkage,Owner_Prepaid_Phone_Attribute,Owner_Business_Phone_Indicator,Owner_Phone_InService_Indicator,Owner_Phone_Type_Indicator,Owner_Service_Discontinued_Indicator,Owner_Recent_Phone_Usage_Past_2_months,Owner_Phone_Usage_Past_12_months,Owner_Phone_Carrier,Owner_Parent_Phone_Carrier,Owner_Technology_Indicator,Owner_VoIP_Indicator,Owner_MVNO_Indicator,Fraud
1009318,430,500,1.84,2,8,2,1,2,0,N,U,A7,W,0,3,3,Verizon Wireless - SVR,Verizon,Wireless,,N,0
1009319,415,96,0.831,1,8,2,-2,1,1,N,U,A7,W,0,1,3,Cingular Wireless,AT&T,Wireless,,N,0
1009320,536,500,5.559,2,8,1,-1,1,0,N,U,A3,L,0,1,2,NeutralTandem-NSR,Onvoy,Wireline,3,,1
1009321,295,296,0.334,2,5,2,1,2,-2,N,U,A7,W,0,1,2,T-Mobile US-TSI,T-Mobile,Wireless,,N,0
1009322,327,88,0.448,1,8,2,-1,1,-1,N,U,A7,W,0,2,3,Sprint PCS,Sprint Nextel,Wireless,,N,0
1009323,521,263,1.403,2,5,2,1,2,0,N,B,A7,W,0,3,4,Verizon Wireless - SVR,Verizon,Wireless,,N,0
1009324,709,237,2.331,8,5,-1,-1,-2,0,N,B,A7,L,0,3,4,Onvoy - SVR,Onvoy,Wireline,3,,0
1009325,547,471,2.248,7,5,-1,2,-1,0,N,U,A7,W,7,3,4,Cingular Wireless,AT&T,Wireless,,N,0
1009326,290,90,0.234,2,8,2,1,-1,0,N,U,A7,W,0,3,4,T-Mobile US-TSI,T-Mobile,Wireless,,N,0
1009327,436,254,0.103,2,8,2,2,2,-2,N,U,A7,W,0,2,4,Cingular Wireless,AT&T,Wireless,,N,0
1009328,411,135,0.544,2,8,2,1,-1,-2,N,U,A7,W,0,2,4,Verizon Wireless - SVR,Verizon,Wireless,,N,0
1009329,513,50,0.958,3,2,2,1,-1,1,N,U,A7,W,0,2,3,T-Mobile US-TSI,T-Mobile,Wireless,,N,0
1009330,482,500,2.453,7,5,-1,-1,-1,0,N,U,A7,W,0,3,4,Sprint PCS,Sprint Nextel,Wireless,,N,0
1009331,394,285,0.242,2,8,1,-1,2,-2,N,B,A7,L,0,4,5,Cbeyond,Birch Communications,Wireline,2,,0
1009332,486,500,3.537,5,7,1,-1,-1,0,N,U,A7,W,7,2,4,Sprint PCS,Sprint Nextel,Wireless,,N,0
1009333,691,89,8.255,7,5,-1,2,-1,0,N,U,A1,L,0,1,2,Mediacom-NSR,Mediacom,Wireline,3,,0
1009334,412,223,0.504,2,8,2,2,1,0,N,U,A7,W,0,2,4,Cingular Wireless,AT&T,Wireless,,N,0
1009335,593,500,3.174,2,8,2,-2,1,0,N,U,A7,W,0,3,5,Sprint PCS,Sprint Nextel,Wireless,,N,0
1009336,304,73,0.322,1,8,2,1,2,1,N,U,A7,W,0,2,3,Verizon Wireless - SVR,Verizon,Wireless,,N,0
1009337,377,190,0.744,7,5,-1,-1,-1,0,N,U,A7,W,0,2,4,Cingular Wireless,AT&T,Wireless,,N,0
1009338,618,500,7.208,2,8,2,2,-1,0,N,U,A2,W,4,3,4,USCC - SVR,US Cellular,Wireless,,N,0
1009339,514,50,1.677,1,8,2,1,2,-1,N,U,A7,W,0,2,3,T-Mobile US-TSI,T-Mobile,Wireless,,N,0
1009340,458,194,7.541,5,7,1,1,-1,0,N,U,A7,W,0,1,3,Cingular Wireless,AT&T,Wireless,,N,0
1009341,463,68,0.663,1,8,2,1,2,-1,N,B,A7,W,0,3,3,T-Mobile US-TSI,T-Mobile,Wireless,,N,0
1009342,478,78,2.794,2,8,2,2,1,0,N,B,A7,L,0,3,4,Verizon,Verizon,Wireline,3,,0
1009343,335,84,0.144,2,8,2,-2,1,0,N,U,A7,W,0,2,3,Cingular Wireless,AT&T,Wireless,,N,0
1009344,386,904,2.78,2,8,1,1,1,-2,N,U,A7,W,0,1,3,Cingular Wireless,AT&T,Wireless,,N,0
1009345,338,83,0.227,1,8,2,2,2,1,N,U,A7,W,0,3,4,Sprint PCS,Sprint Nextel,Wireless,,N,0
1009346,337,97,0.325,5,7,2,-2,-1,0,N,U,A7,W,0,3,4,Sprint PCS,Sprint Nextel,Wireless,,N,0
1009347,583,92,0.213,7,5,-1,-1,-1,0,N,B,A7,L,0,2,4,Qwest_Communications,CenturyLink,Wireline,3,,0
1009348,439,85,0.529,3,8,2,2,-2,1,N,U,A7,W,0,2,3,Inland Cellular-SVR,Inland Cellular,Wireless,,N,0
1009349,400,84,0.635,2,8,1,1,-1,0,N,U,A7,W,0,2,4,Verizon Wireless - SVR,Verizon,Wireless,,N,0
1009350,404,56,1.374,1,8,2,2,-1,-1,N,U,A7,W,0,3,4,Sprint PCS,Sprint Nextel,Wireless,,N,0
1009351,319,904,1.438,2,8,2,-1,-1,0,N,U,A7,W,0,3,3,Verizon Wireless - SVR,Verizon,Wireless,,N,0
1009352,526,73,1.118,1,8,2,1,2,-1,N,U,A7,W,0,2,3,Sprint PCS,Sprint Nextel,Wireless,,N,0
1009353,456,500,1.846,2,8,2,-2,1,0,N,U,A7,W,0,2,4,Cingular Wireless,AT&T,Wireless,,N,0
1009354,369,97,1.185,3,7,2,1,-1,1,N,U,A7,W,0,3,4,Verizon Wireless - SVR,Verizon,Wireless,,N,0
1009355,406,500,0.86,2,5,2,1,2,0,N,U,A7,W,0,1,3,Verizon Wireless - SVR,Verizon,Wireless,,N,0
1009356,363,500,0.907,2,8,2,1,2,-2,N,U,A7,W,0,3,4,Verizon Wireless - SVR,Verizon,Wireless,,N,0
1009357,488,500,1.964,2,5,2,1,2,-2,N,U,A7,W,0,2,4,Verizon Wireless - SVR,Verizon,Wireless,,N,0
1009358,367,93,0.506,1,8,2,-2,-1,-1,N,U,A6,W,0,1,2,Cingular Wireless,AT&T,Wireless,,N,0
1009359,464,500,4.676,2,5,2,-1,1,0,N,U,A7,L,0,2,3,Vonage- NSR,Vonage,VOIP Other,1,,0
1009360,472,108,2.631,2,8,2,1,2,0,N,U,A7,W,7,3,3,Verizon Wireless - SVR,Verizon,Wireless,,N,0
1009361,703,500,8.99,7,5,-1,2,-1,0,N,B,A6,L,0,1,2,Level 3-SVR,CenturyLink,Wireline,2,,0
1009362,314,94,0.082,2,6,2,-1,2,0,N,U,U,W,0,3,4,Verizon Wireless - SVR,Verizon,Wireless,,N,0
1009363,375,89,0.226,1,8,2,2,1,1,N,U,A7,W,0,3,4,Cingular Wireless,AT&T,Wireless,,N,0
1009364,387,500,1.695,2,8,2,-1,2,0,N,U,A7,W,0,2,2,Verizon Wireless - SVR,Verizon,Wireless,,N,0
1009365,444,500,1.687,2,8,2,1,-1,-2,N,U,A7,W,0,1,3,Verizon Wireless - SVR,Verizon,Wireless,,N,0
1009366,698,175,2.417,2,8,2,-1,-1,0,N,B,A7,L,0,2,4,Farmers Telecommunications Corp.-JSI,Farmers Telecommunications Corp.,Wireline,3,,0
1009367,473,500,1.756,7,5,-1,2,2,0,N,B,A1,L,0,0,1,BANDWIDTH.COM,Bandwidth.com,Wireline,2,,0
1009368,380,81,0.345,1,8,1,1,-1,-1,N,B,A3,L,0,3,4,Time Warner Cable - NSR,Charter Communications,Wireline,3,,0
1009369,480,50,0.722,2,8,2,-2,2,0,N,U,A7,W,7,4,4,Cingular Wireless,AT&T,Wireless,,N,0
1009370,552,500,13.019,2,5,2,1,-1,-2,N,U,A6,W,0,2,4,T-Mobile US-TSI,T-Mobile,Wireless,,N,0
1009371,431,500,0.542,2,8,2,1,2,0,N,U,A7,W,0,0,1,Verizon Wireless - SVR,Verizon,Wireless,,N,0
1009372,397,91,1.418,1,8,2,-1,2,1,N,U,A7,W,0,1,3,Verizon Wireless - SVR,Verizon,Wireless,,N,0
1009373,464,137,0.288,2,6,2,-1,2,-1,N,B,A7,L,0,5,5,Ben Lomand Rural - NSR,Ben_Lomand_Rural,Wireline,3,,0
1009374,375,133,0.145,2,8,2,1,2,0,N,U,A7,W,0,3,4,Verizon Wireless - SVR,Verizon,Wireless,,N,0
1009375,441,79,1.224,1,5,1,1,1,-1,N,U,A7,W,7,2,3,Cingular Wireless,AT&T,Wireless,,N,0
1009376,402,140,0.424,5,7,2,1,-1,0,N,U,A7,W,0,2,4,T-Mobile US-TSI,T-Mobile,Wireless,,N,0
1009377,417,500,1.153,7,5,-1,1,-1,0,N,U,A2,W,7,2,2,Cingular Wireless,AT&T,Wireless,,N,0
1009378,432,185,0.537,2,5,2,1,-1,0,N,U,A7,W,0,2,4,Verizon Wireless - SVR,Verizon,Wireless,,N,0
1009379,612,97,1.863,2,8,2,1,-1,-2,N,U,A7,W,7,3,4,T-Mobile US-TSI,T-Mobile,Wireless,,N,0
1009380,288,75,0.565,1,8,2,1,2,1,N,U,A7,W,0,3,3,Verizon Wireless - SVR,Verizon,Wireless,,N,0
1009381,417,500,2.385,2,8,2,1,-1,0,N,U,A7,W,7,2,3,Verizon Wireless - SVR,Verizon,Wireless,,N,0
1009382,427,500,1.485,7,5,-1,-1,1,-2,N,U,A7,W,0,4,4,Verizon Wireless - SVR,Verizon,Wireless,,N,0
1009383,308,280,0.876,2,8,2,1,2,0,N,U,A7,W,0,1,3,Verizon Wireless - SVR,Verizon,Wireless,,N,0
1009384,388,500,1.708,2,8,2,-1,-1,0,N,U,U,W,0,2,4,Verizon Wireless - SVR,Verizon,Wireless,,N,0
1009385,376,136,0.365,2,8,2,2,1,0,N,U,A7,W,0,3,4,Cingular Wireless,AT&T,Wireless,,N,0
1009386,657,995,20.542,8,8,0,0,-2,0,N,U,A7,W,1,1,3,Cingular Wireless,AT&T,Wireless,,N,1
1009387,440,210,0.813,2,8,2,-1,2,-2,N,U,A7,W,0,1,3,Verizon Wireless - SVR,Verizon,Wireless,,N,0
1009388,480,121,1.076,2,8,2,-2,-1,0,N,U,A2,W,0,2,2,Cingular Wireless,AT&T,Wireless,,N,0
1009389,507,223,0.344,7,4,-1,1,-1,-1,N,B,A7,L,0,4,5,BANDWIDTH.COM,Bandwidth.com,Wireline,2,,0
1009390,774,50,6.081,7,3,-1,-1,-1,-1,N,U,A7,L,0,2,3,Frontier Rochester- SVR,Frontier Communications,Wireline,1,,0
1009391,713,89,5.151,7,5,-1,1,-1,-2,N,B,A4,U,0,0,0,,,,,,0
1009392,349,149,0.384,1,4,1,1,2,-1,N,U,A7,W,0,3,4,Verizon Wireless - SVR,Verizon,Wireless,,N,0
1009393,340,149,0.573,2,8,2,2,2,0,N,U,A7,W,0,2,4,Cingular Wireless,AT&T,Wireless,,N,0
1009394,625,904,51.53,2,8,2,1,2,-2,N,U,A7,W,0,2,3,T-Mobile US-TSI,T-Mobile,Wireless,,N,0
1009395,621,50,0.838,6,2,-1,-1,-1,-1,N,C,I5,L,0,1,1,Comcast Phone,Comcast,Wireline,3,,0
1009396,357,454,0.268,2,8,2,-2,1,0,N,U,A5,W,6,3,4,Cingular Wireless,AT&T,Wireless,,N,0
1009397,399,500,1.203,2,8,2,-2,1,0,N,U,A7,W,0,3,4,Sprint PCS,Sprint Nextel,Wireless,,N,0
1009398,388,144,0.439,5,7,2,1,-1,0,N,U,A7,W,0,3,4,T-Mobile US-TSI,T-Mobile,Wireless,,N,0
1009399,403,77,1.459,1,8,2,-2,1,1,N,U,A7,W,0,2,3,Cingular Wireless,AT&T,Wireless,,N,0
1009400,575,180,0.425,2,8,2,1,2,-2,Y,U,A7,W,7,3,5,T-Mobile US-TSI,T-Mobile,Wireless,,N,0
1009401,281,904,1.311,5,8,2,-2,-2,-2,N,U,A7,W,0,3,4,Sprint PCS,Sprint Nextel,Wireless,,N,0
1009402,485,74,1.27,1,4,2,-2,-1,1,N,U,A7,W,0,2,3,Cingular Wireless,AT&T,Wireless,,N,0
1009403,519,500,4.19,5,8,2,-1,-1,0,N,U,A4,W,0,2,3,Sprint PCS,Sprint Nextel,Wireless,,N,0
1009404,287,82,0.326,3,7,1,-1,-1,1,N,U,A6,W,0,1,3,Cingular Wireless,AT&T,Wireless,,N,0
1009405,399,238,0.638,2,5,2,-1,1,0,N,U,A7,W,0,2,3,Verizon Wireless - SVR,Verizon,Wireless,,N,0
1009406,401,92,0.454,2,8,2,2,2,0,N,U,A7,W,0,4,5,Verizon Wireless - SVR,Verizon,Wireless,,N,0
1009407,351,500,1.2,2,6,2,1,2,-1,N,U,A7,W,0,1,3,Verizon Wireless - SVR,Verizon,Wireless,,N,0
1009408,665,275,4.269,7,5,-1,1,-1,-2,Y,U,A2,W,4,1,2,Cingular Wireless,AT&T,Wireless,,Y,0
1009409,508,282,1.615,5,8,2,-1,-2,0,N,U,A7,W,0,2,3,Verizon Wireless - SVR,Verizon,Wireless,,N,0
1009410,533,246,8.764,2,8,2,1,-1,0,N,U,A7,W,7,2,4,T-Mobile US-TSI,T-Mobile,Wireless,,N,0
1009411,385,500,1.876,5,7,2,2,-1,0,Y,U,A1,W,0,3,4,Metro PCS Comm - NSR,T-Mobile,Wireless,,N,0
1009412,703,91,7.15,7,3,-1,1,-1,0,N,U,A4,W,0,3,3,Sprint PCS,Sprint Nextel,Wireless,,N,0
1009413,638,223,3.384,5,8,1,-1,-2,0,N,U,U,L,0,0,0,Level 3-SVR,CenturyLink,Wireline,1,,0
1009414,314,930,15.361,3,7,1,1,-1,-1,N,U,A7,W,0,3,4,Verizon Wireless - SVR,Verizon,Wireless,,N,0
1009415,379,500,1.796,2,8,2,1,2,0,N,U,A7,W,0,3,4,Verizon Wireless - SVR,Verizon,Wireless,,N,0
1009416,721,500,23.191,7,5,-1,2,-1,0,N,U,A2,L,0,0,1,Onvoy - SVR,Onvoy,Wireline,1,,1
1009417,404,84,3.309,5,7,1,1,-1,-2,N,U,A7,W,0,3,4,T-Mobile US-TSI,T-Mobile,Wireless,,N,0
1009418,402,50,0.413,1,8,2,1,2,1,N,U,A7,W,0,2,4,Verizon Wireless - SVR,Verizon,Wireless,,N,0
1009419,469,196,0.896,5,6,2,1,-1,0,N,U,U,W,7,2,4,Verizon Wireless - SVR,Verizon,Wireless,,N,0
1009420,564,248,3.467,2,3,2,-2,1,1,Y,U,A7,W,0,3,3,T-Mobile US-TSI,T-Mobile,Wireless,,N,0
1009421,460,232,0.741,2,8,2,-2,2,0,N,U,A7,W,0,2,3,T-Mobile US-TSI,T-Mobile,Wireless,,N,0
1009422,363,904,2.03,2,8,2,1,2,0,N,U,A7,W,7,3,4,Verizon Wireless - SVR,Verizon,Wireless,,N,0
1009423,454,500,1.939,2,8,2,1,2,0,N,U,A7,W,0,2,3,Verizon Wireless - SVR,Verizon,Wireless,,N,0
1009424,384,237,0.568,2,5,2,1,2,0,N,U,A7,W,7,2,2,Verizon Wireless - SVR,Verizon,Wireless,,N,0
1009425,361,500,1.294,2,6,1,-1,1,-1,N,U,A7,W,0,2,3,Cingular Wireless,AT&T,Wireless,,N,0
1009426,401,136,0.506,2,5,2,2,1,-2,N,U,A7,W,0,2,3,Cingular Wireless,AT&T,Wireless,,N,0
1009427,401,274,0.684,2,8,2,1,2,-2,N,U,A7,W,0,2,2,T-Mobile US-TSI,T-Mobile,Wireless,,N,0
1009428,445,462,8.088,8,5,-1,-1,-1,0,N,U,A7,W,0,2,3,T-Mobile US-TSI,T-Mobile,Wireless,,N,0
1009429,451,930,5.734,2,8,1,1,-1,0,N,B,A7,L,0,3,5,RLEC - NSR,RingCentral,Wireline,2,,0
1009430,478,50,0.806,2,3,2,1,-1,-1,N,U,A7,W,0,2,4,Verizon Wireless - SVR,Verizon,Wireless,,N,0
1009431,370,500,1.679,2,8,2,1,2,0,N,U,A7,W,4,2,3,Verizon Wireless - SVR,Verizon,Wireless,,N,0
1009432,561,500,5.676,2,5,2,1,2,0,Y,U,A7,W,0,3,4,Cingular Wireless,AT&T,Wireless,,Y,0
1009433,591,231,8.996,1,8,2,-1,1,-1,N,B,A7,L,0,3,3,BellSouth,AT&T,Wireline,3,,0
1009434,346,248,0.36,2,8,2,1,2,-2,N,U,A7,W,0,3,4,Verizon Wireless - SVR,Verizon,Wireless,,N,0
1009435,464,231,0.566,2,8,1,1,2,0,N,B,A7,L,0,3,4,BANDWIDTH.COM,Bandwidth.com,Wireline,2,,0
1009436,559,500,3.96,7,8,0,0,0,-2,N,U,A4,L,0,2,2,BANDWIDTH.COM,Bandwidth.com,Wireline,2,,0
1009437,687,500,65.969,2,8,1,-1,-1,0,Y,U,A1,W,7,4,5,Cingular Wireless,AT&T,Wireless,,Y,1
1009438,363,81,0.966,1,8,2,2,1,1,N,U,A7,W,0,2,2,Cingular Wireless,AT&T,Wireless,,N,0
1009439,626,72,3.035,1,8,2,1,2,-1,N,U,A7,W,7,2,3,Verizon Wireless - SVR,Verizon,Wireless,,N,0
1009440,499,500,1.568,2,5,2,1,2,-2,N,U,A7,W,0,2,3,Verizon Wireless - SVR,Verizon,Wireless,,N,0
1009441,315,500,0.638,2,8,2,-1,2,-2,N,B,A7,W,0,2,3,Verizon Wireless - SVR,Verizon,Wireless,,N,0
1009442,374,500,0.996,2,8,2,1,-1,0,N,U,A7,W,0,1,3,Verizon Wireless - SVR,Verizon,Wireless,,N,0
1009443,380,87,0.34,2,6,2,-2,-1,0,N,U,A7,W,0,2,4,Cingular Wireless,AT&T,Wireless,,N,0
1009444,408,90,0.423,1,8,1,1,-1,1,N,B,I1,W,0,0,3,Cingular Wireless,AT&T,Wireless,,N,0
1009445,334,167,0.42,5,8,2,2,-2,0,N,U,A7,W,0,2,4,Sprint PCS,Sprint Nextel,Wireless,,N,0
1009446,465,73,0.095,1,8,1,1,2,1,N,B,A7,L,0,4,5,TelePacific,TelePacific,Wireline,3,,0
1009447,392,500,1.98,5,7,1,1,-1,0,N,U,A7,W,4,2,4,Sprint PCS,Sprint Nextel,Wireless,,N,0
1009448,601,92,0.73,1,8,2,-1,2,-1,N,B,A7,L,0,3,4,Verizon,Verizon,Wireline,3,,0
1009449,492,904,6.029,7,5,-1,-1,-1,-2,N,U,U,W,5,3,4,Verizon Wireless - SVR,Verizon,Wireless,,N,0
1009450,406,186,0.946,7,5,-1,1,-1,0,N,U,A4,L,0,1,3,BANDWIDTH.COM,Bandwidth.com,Wireline,1,,0
1009451,464,258,1.095,2,8,2,-2,2,-2,N,U,A6,W,7,2,3,T-Mobile US-TSI,T-Mobile,Wireless,,N,0
1009452,407,702,3.575,5,7,2,1,-1,0,N,U,A7,W,0,2,4,T-Mobile US-TSI,T-Mobile,Wireless,,N,0
1009453,471,904,5.351,2,8,2,-2,-1,0,N,U,A7,W,0,2,4,Sprint PCS,Sprint Nextel,Wireless,,N,0
1009454,398,500,1.146,2,8,2,1,1,0,N,U,A7,W,0,2,3,T-Mobile US-TSI,T-Mobile,Wireless,,N,0
1009455,406,500,1.353,2,8,2,-2,1,0,N,U,A7,W,0,2,3,Cingular Wireless,AT&T,Wireless,,N,0
1009456,549,500,5.596,5,7,2,-1,-1,0,N,U,A7,W,0,3,4,Verizon Wireless - SVR,Verizon,Wireless,,N,0
1009457,395,244,0.628,5,7,2,-2,-1,0,N,U,A7,W,0,2,3,Cingular Wireless,AT&T,Wireless,,N,0
1009458,556,500,4.149,5,7,2,1,-1,0,N,U,A6,W,0,2,3,Verizon Wireless - SVR,Verizon,Wireless,,N,0
1009459,442,78,0.956,1,8,2,-2,1,1,N,U,A7,W,0,3,4,Cingular Wireless,AT&T,Wireless,,N,0
1009460,557,92,3.16,2,6,2,-2,2,-1,N,U,A7,W,7,4,5,T-Mobile US-TSI,T-Mobile,Wireless,,N,0
1009461,383,50,0.435,1,8,2,1,2,1,N,U,A7,W,0,2,4,T-Mobile US-TSI,T-Mobile,Wireless,,N,0
1009462,385,50,0.398,2,8,2,1,2,0,N,U,A7,W,0,2,3,Verizon Wireless - SVR,Verizon,Wireless,,N,0
1009463,335,50,0.204,1,8,2,-2,-1,-1,N,U,A7,W,0,2,3,Cingular Wireless,AT&T,Wireless,,N,0
1009464,476,904,4.951,2,8,1,-1,1,0,N,U,A7,W,0,2,3,T-Mobile US-TSI,T-Mobile,Wireless,,N,0
1009465,456,81,0.607,1,8,2,2,2,1,N,U,A7,W,0,1,2,T-Mobile US-TSI,T-Mobile,Wireless,,N,0
1009466,402,248,2.586,1,8,2,-1,2,2,Y,U,A3,W,5,2,2,Cingular Wireless,AT&T,Wireless,,Y,0
1009467,482,82,0.564,1,5,2,-1,1,-1,N,U,A7,W,0,2,4,Cingular Wireless,AT&T,Wireless,,N,0
1009468,335,121,0.424,2,8,2,2,2,0,N,U,A7,W,0,3,4,Cingular Wireless,AT&T,Wireless,,N,0
1009469,354,139,0.622,5,8,2,-2,-1,0,N,U,A7,W,0,1,2,Cingular Wireless,AT&T,Wireless,,N,1
1009470,500,78,1.48,3,7,2,1,-1,-1,N,U,A7,W,0,3,4,T-Mobile US-TSI,T-Mobile,Wireless,,N,0
1009471,270,88,0.287,2,8,2,1,2,0,N,U,A7,W,0,2,3,Verizon Wireless - SVR,Verizon,Wireless,,N,0
1009472,295,75,0.28,1,8,2,1,2,-1,N,U,A7,W,0,4,5,Verizon Wireless - SVR,Verizon,Wireless,,N,0
1009473,391,500,5.331,2,8,2,1,2,0,N,U,A7,W,0,2,3,Sprint PCS,Sprint Nextel,Wireless,,N,0
1009474,720,500,22.012,7,5,-1,1,-1,0,N,U,I4,L,0,1,1,BANDWIDTH.COM,Bandwidth.com,Wireline,2,,1
1009475,592,143,1.213,2,8,2,-2,1,-2,N,U,A5,L,0,1,3,Verizon FDV,Verizon,Wireline,3,,0
1009476,498,709,3.685,7,5,-1,-1,-1,-2,N,U,A7,L,0,3,4,Level 3-SVR,CenturyLink,Wireline,2,,0
1009477,401,50,0.41,2,5,2,-1,2,-2,N,U,A7,L,0,1,3,Vonage Network Inc,Vonage,VOIP Other,1,,0
1009478,394,150,0.496,2,8,2,-1,1,-2,N,U,A7,W,0,3,3,Cingular Wireless,AT&T,Wireless,,N,0
1009479,491,904,3.863,7,5,-1,-1,2,0,N,U,A7,W,7,4,5,Verizon Wireless - SVR,Verizon,Wireless,,N,0
1009480,488,904,6.595,8,7,0,0,-1,-2,N,U,A7,W,7,2,4,Sprint PCS,Sprint Nextel,Wireless,,N,0
1009481,481,500,2.184,2,8,2,-1,-1,-2,N,U,A1,L,0,1,1,Vonage Network Inc,Vonage,VOIP Other,1,,0
1009482,477,88,3.096,1,8,1,1,2,1,Y,U,A1,W,0,2,4,Metro PCS Comm - NSR,T-Mobile,Wireless,,N,0
1009483,383,84,0.472,7,5,-1,-1,1,0,N,U,A7,W,0,2,3,T-Mobile US-TSI,T-Mobile,Wireless,,N,0
1009484,542,500,3.112,7,5,-1,2,-1,0,N,U,A1,L,0,1,1,BANDWIDTH.COM,Bandwidth.com,Wireline,1,,0
1009485,393,500,1.021,2,8,2,2,2,0,N,U,A7,W,0,3,4,T-Mobile US-TSI,T-Mobile,Wireless,,N,0
1009486,459,146,0.804,5,8,2,-2,0,0,N,U,A7,W,0,2,3,Sprint PCS,Sprint Nextel,Wireless,,N,0
1009487,355,50,0.265,7,3,-1,-1,2,0,N,U,A7,W,0,3,4,Verizon Wireless - SVR,Verizon,Wireless,,N,0
1009488,408,904,6.562,2,8,2,2,-1,0,N,U,A7,W,0,2,3,Cingular Wireless,AT&T,Wireless,,N,0
1009489,458,500,11.888,2,8,2,-2,-1,0,N,U,A7,W,7,3,4,Cingular Wireless,AT&T,Wireless,,N,0
1009490,587,500,7.948,8,7,0,0,-1,0,N,U,I4,W,6,3,3,T-Mobile US-TSI,T-Mobile,Wireless,,N,1
1009491,487,500,2.326,5,7,2,2,-1,0,N,U,A7,W,0,2,3,Verizon Wireless - SVR,Verizon,Wireless,,N,0
1009492,486,500,1.572,7,5,-1,2,-1,0,N,U,A7,W,0,3,5,T-Mobile US-TSI,T-Mobile,Wireless,,N,0
1009493,848,87,19.24,1,8,2,2,2,-1,Y,U,A7,W,0,3,4,Metro PCS Comm - NSR,T-Mobile,Wireless,,N,0
1009494,403,500,1.774,5,8,2,-2,-2,0,N,U,A7,W,0,2,4,Cingular Wireless,AT&T,Wireless,,N,0
1009495,538,79,0.545,6,5,-1,-1,-1,-1,N,U,U,L,0,1,1,Frontier Rochester- SVR,Frontier Communications,Wireline,3,,0
1009496,674,97,6.085,2,5,1,1,2,0,N,U,A7,W,0,2,4,T-Mobile US-TSI,T-Mobile,Wireless,,N,0
1009497,515,78,3.313,2,6,2,2,2,-1,N,U,A7,W,0,3,4,T-Mobile US-TSI,T-Mobile,Wireless,,N,0
1009498,395,131,0.472,3,7,2,-1,-1,1,N,U,A7,W,0,3,4,T-Mobile US-TSI,T-Mobile,Wireless,,N,0
1009499,593,244,0.993,7,5,-1,2,1,0,N,B,A7,L,0,3,4,Frontier Rochester- SVR,Frontier Communications,Wireline,3,,0
1009500,642,500,21.388,2,8,2,-1,2,-2,N,U,A6,W,7,3,4,Verizon Wireless - SVR,Verizon,Wireless,,N,0
1009501,667,98,1.219,3,7,2,1,-1,-1,N,U,A7,W,0,2,3,Verizon Wireless - SVR,Verizon,Wireless,,N,0
1009502,657,500,49.341,7,5,-1,2,-1,0,N,U,A1,L,0,1,1,NeutralTandem-NSR,Onvoy,Wireline,3,,1
1009503,381,94,0.563,1,8,2,-2,1,1,N,U,A7,W,0,1,2,Cingular Wireless,AT&T,Wireless,,N,0
1009504,442,94,0.429,2,3,2,2,-1,-1,N,U,A7,W,0,2,3,USCC - SVR,US Cellular,Wireless,,N,0
1009505,392,223,0.583,2,8,2,1,2,0,N,U,A7,W,0,2,3,Verizon Wireless - SVR,Verizon,Wireless,,N,0
1009506,408,904,2.286,2,8,2,2,1,0,N,U,A7,W,0,2,3,Cingular Wireless,AT&T,Wireless,,N,0
1009507,615,95,1.289,7,5,-1,1,-1,-2,N,B,A1,U,0,0,0,,,,,,0
1009508,366,48,0.753,1,8,2,1,2,1,N,U,A7,W,0,2,4,Verizon Wireless - SVR,Verizon,Wireless,,N,0
1009509,377,189,0.425,2,8,2,1,2,0,N,B,A7,W,0,2,3,Verizon Wireless - SVR,Verizon,Wireless,,N,0
1009510,477,173,1.409,2,5,-1,-1,-1,0,N,U,A7,W,7,3,5,Cingular Wireless,AT&T,Wireless,,N,0
1009511,320,50,0.344,3,7,2,-2,-1,1,N,U,A7,W,0,2,3,Cingular Wireless,AT&T,Wireless,,N,0
1009512,400,248,0.542,2,8,2,1,2,0,N,U,A7,W,0,2,3,Verizon Wireless - SVR,Verizon,Wireless,,N,0
1009513,561,257,0.78,2,8,1,-1,-1,0,N,U,A7,L,0,3,3,Comcast Phone,Comcast,Wireline,3,,0
1009514,713,500,22.122,7,8,0,0,-1,0,N,U,A3,L,0,1,2,BANDWIDTH.COM,Bandwidth.com,Wireline,1,,1
1009515,495,486,2.363,2,5,1,1,2,-2,N,U,A7,W,0,3,4,T-Mobile US-TSI,T-Mobile,Wireless,,N,0
1009516,366,500,3.614,2,8,2,2,-1,0,N,U,A7,W,0,3,4,Cingular Wireless,AT&T,Wireless,,N,0
1009517,725,500,14.369,2,8,2,1,2,0,N,U,A7,W,0,1,3,Verizon Wireless - SVR,Verizon,Wireless,,N,0
1009518,506,500,2.679,2,8,1,-1,1,0,N,U,A7,W,0,3,4,Cingular Wireless,AT&T,Wireless,,N,0
1009519,443,500,10.909,7,5,-1,1,-1,0,N,B,A7,W,7,3,4,Cingular Wireless,AT&T,Wireless,,N,0
1009520,511,500,2.298,2,8,1,1,2,0,N,B,A7,W,0,2,3,Cingular Wireless,AT&T,Wireless,,N,0
